tconst,startYear,runtimeMinutes,primaryTitle
tt74995635,1971,30,Fergus for Sale
tt90061925,1971,30,Fergus for Sale
tt34611754,1971,30,Fergus for Sale
tt82099336,1971,30,Fit the Crime
tt15608180,1971,30,Fit the Crime
tt46004258,1971,30,For the Love of Lassie Part 1
tt79045537,1971,30,For the Love of Lassie Part 1
tt44679712,1971,30,For the Love of Lassie Part 1
tt98089859,1971,30,For the Love of Lassie Part 2
tt98927485,1971,30,Four for the Road
tt39785858,1971,30,Four for the Road
tt48438175,1971,30,Four for the Road
tt27881724,1971,30,Getting Back on the Horse
tt40754070,1971,30,Getting Back on the Horse
tt22991261,1971,30,Ginger Rogers Comes to Tea
tt31805624,1971,30,Ginger Rogers Comes to Tea
tt37395373,1971,30,Ginger Rogers Comes to Tea
tt39279236,1971,30,Ginger Rogers Comes to Tea
tt21888184,1971,30,Ginger Rogers Comes to Tea
tt52395001,1971,30,Goober the Elder
tt24164644,1971,30,Goober the Elder
tt52489797,1971,30,Goober the Elder
tt65059631,1971,30,Goober the Elder
tt83303663,1971,30,Goober the Hero
tt67756913,1971,30,Goober the Hero
tt48842978,1971,30,Goober the Hero
tt18178523,1971,30,Goodbye Fergus
tt71814716,1971,30,Goodbye Fergus
tt74509495,1971,30,Goodbye Mrs Beasley
tt97838178,1971,30,Goodbye Mrs Beasley
tt97757718,1971,30,Goodbye Mrs Beasley
tt37587958,1971,30,Guess Whos Coming to Drive
tt14480657,1971,30,Guess Whos Coming to Drive
tt63941277,1971,30,Guess Whos Coming to Drive
tt89602604,1971,30,Hail and Farewell
tt83371746,1971,30,Hail and Farewell
tt47767269,1971,30,Hail and Farewell
tt35085733,1971,30,Happy Birthday Anyway
tt33275156,1971,30,Happy Birthday Anyway
tt92545930,1971,30,Happy Birthday to You
tt96015871,1971,30,Hawaiian Honeymoon
tt78698715,1971,30,Hawaiian Honeymoon
tt95783828,1971,30,Hawaiian Honeymoon
tt88113802,1971,30,Here Comes the Fuzz
tt15639218,1971,30,Here Comes the Fuzz
tt94248495,1971,30,Hes No Heavy Hes My Brother
tt85028312,1971,30,Hes No Heavy Hes My Brother
tt19805904,1971,30,Hes No Heavy Hes My Brother
tt45775932,1971,30,Hi Dad
tt37579639,1971,30,Hi Dad
tt58449433,1971,30,Hip Hip Hooray
tt49535452,1971,30,Hogans Double Life
tt72775795,1971,30,Hogans Double Life
tt14126498,1971,30,Hogans Double Life
tt98809075,1971,30,Hogans Double Life
tt61761752,1971,30,Howard the Swinger
tt69266414,1971,30,Howard the Swinger
tt70184804,1971,30,Howard the Swinger
tt81094941,1971,30,Howard the Swinger
tt71184356,1971,30,I Am Curious Cooper
tt39819398,1971,30,I Am Curious Cooper
tt19054084,1971,30,I Am Curious Cooper
tt37541106,1971,30,I Can Get It for You Retail
tt95310196,1971,30,I Can Get It for You Retail
tt89555816,1971,30,I Can Get It for You Retail
tt82968445,1971,30,I Can Get It for You Retail
tt26555097,1971,30,I Hate You Silas Marner
tt23979772,1971,30,If Its Not Here Where Is It
tt95182888,1971,30,If Its Not Here Where Is It
tt63020828,1971,30,In 25 Words or Less
tt42416049,1971,30,In 25 Words or Less
tt24396118,1971,30,In 25 Words or Less
tt69164421,1971,30,In 25 Words or Less
tt70065539,1971,30,It All Started With
tt34747534,1971,30,It All Started With
tt94232422,1971,30,Jethro Returns
tt49066824,1971,30,Jethro Returns
tt58596284,1971,30,Jethro Returns
tt10545907,1971,30,KWWH
tt28489462,1971,30,KWWH
tt58473247,1971,30,Katies Career
tt59244564,1971,30,Katies Career
tt86208355,1971,30,Katies Career
tt57423962,1971,30,King Oliver I
tt98210971,1971,30,King Oliver I
tt29696594,1971,30,King Oliver I
tt25889881,1971,30,Kiss of Life
tt62170107,1971,30,Klink for the Defense
tt25894351,1971,30,Klink for the Defense
tt55359832,1971,30,Klink for the Defense
tt18445444,1971,30,Klink for the Defense
tt97903507,1971,30,Kommandant Gertrude
tt10171771,1971,30,Kommandant Gertrude
tt82448430,1971,30,Kommandant Gertrude
tt18093934,1971,30,Kommandant Gertrude
tt74776866,1971,30,Lady Douglas
tt65232162,1971,30,Lady Douglas
tt29082787,1971,30,Laura Fay Youre Okay
tt18982498,1971,30,Laura Fay Youre Okay
tt58122583,1971,30,Lib and Let Lib
tt79170425,1971,30,Lib and Let Lib
tt63650031,1971,30,Lib and Let Lib
tt86025610,1971,30,Lisa the Psychologist
tt74978442,1971,30,Lisa the Psychologist
tt10440035,1971,30,Lisa the Psychologist
tt43359661,1971,30,Lisa the Psychologist
tt51039334,1971,30,Look at the Pretty Snowflakes
tt87464321,1971,30,Look at the Pretty Snowflakes
tt32146326,1971,30,Look at the Pretty Snowflakes
tt35268928,1971,30,Look at the Pretty Snowflakes
tt15169899,1971,30,Love Finds Jane Hathaway
tt11400325,1971,30,Love Finds Jane Hathaway
tt12542892,1971,30,Love Finds Jane Hathaway
tt27261233,1971,30,Love and the Arctic StationLove and the Pulitzer PrizeLove and the Tattoo
tt51721657,1971,30,Love and the Arctic StationLove and the Pulitzer PrizeLove and the Tattoo
tt66656205,1971,30,Love and the Arctic StationLove and the Pulitzer PrizeLove and the Tattoo
tt60713536,1971,30,Love and the Arctic StationLove and the Pulitzer PrizeLove and the Tattoo
tt77858410,1971,30,Love and the Bakers Half DozenLove and the New RoommateLove and the RugLove and the Second Time
tt58762547,1971,30,Love and the Big GameLove and the Nutsy GirlLove and the Vampire
tt16111362,1971,30,Love and the BossLove and the JuryLove and the Logical ExplanationLove and the Pregnancy
tt41947792,1971,30,Love and the BossLove and the JuryLove and the Logical ExplanationLove and the Pregnancy
tt56833299,1971,30,Love and the BossLove and the JuryLove and the Logical ExplanationLove and the Pregnancy
tt44792193,1971,30,Love and the DuelLove and the NoteLove and the Young Unmarrieds
tt55395486,1971,30,Love and the DuelLove and the NoteLove and the Young Unmarrieds
tt78867312,1971,30,Love and the DuelLove and the NoteLove and the Young Unmarrieds
tt58559328,1971,30,Love and the FuzzLove and the GroupieLove and the HousekeeperLove and Womens Lib
tt71539608,1971,30,Love and the FuzzLove and the GroupieLove and the HousekeeperLove and Womens Lib
tt22175940,1971,30,Love and the Only ChildLove and the Wig
tt48345388,1971,30,Love and the Only ChildLove and the Wig
tt64457969,1971,30,Lovers Dont Make House Calls
tt71706057,1971,30,Lovers Dont Make House Calls
tt11770215,1971,30,Lovers Dont Make House Calls
tt94056816,1971,30,Lovers Dont Make House Calls
tt91786570,1971,30,Lucy Goes Hawaiian Part One
tt61507451,1971,30,Lucy Goes Hawaiian Part One
tt95917296,1971,30,Lucy Goes Hawaiian Part One
tt60561564,1971,30,Lucy Goes Hawaiian Part One
tt40021143,1971,30,Lucy Goes Hawaiian Part Two
tt36517212,1971,30,Lucy Goes Hawaiian Part Two
tt90067461,1971,30,Lucy Goes Hawaiian Part Two
tt18884314,1971,30,Lucy Goes Hawaiian Part Two
tt67969507,1971,30,Lucy Helps David Frost Go NightNight
tt35129809,1971,30,Lucy Helps David Frost Go NightNight
tt46528583,1971,30,Lucy Helps David Frost Go NightNight
tt28117543,1971,30,Lucy Helps David Frost Go NightNight
tt50946511,1971,30,Lucy Helps David Frost Go NightNight
tt98333896,1971,30,Lucy Makes a Few Extra Dollars
tt66533740,1971,30,Lucy Makes a Few Extra Dollars
tt16902137,1971,30,Lucy Makes a Few Extra Dollars
tt55008667,1971,30,Lucy Makes a Few Extra Dollars
tt42216037,1971,30,Lucy Makes a Few Extra Dollars
tt63205863,1971,30,Lucy and Aladdins Lamp
tt26069279,1971,30,Lucy and Aladdins Lamp
tt71100712,1971,30,Lucy and Aladdins Lamp
tt26050573,1971,30,Lucy and Aladdins Lamp
tt82588914,1971,30,Lucy and Aladdins Lamp
tt58672150,1971,30,Lucy and Candid Camera
tt89785876,1971,30,Lucy and Candid Camera
tt25153263,1971,30,Lucy and Candid Camera
tt23024281,1971,30,Lucy and Candid Camera
tt54763062,1971,30,Lucy and Carol Burnett
tt40060923,1971,30,Lucy and Carol Burnett
tt72163696,1971,30,Lucy and Carol Burnett
tt21345058,1971,30,Lucy and Carol Burnett
tt96405330,1971,30,Lucy and Flip Go Legit
tt97267068,1971,30,Lucy and Flip Go Legit
tt35119598,1971,30,Lucy and Flip Go Legit
tt80021450,1971,30,Lucy and Flip Go Legit
tt99507250,1971,30,Lucy and Flip Go Legit
tt60169285,1971,30,Lucy and Harrys Italian Bombshell
tt26571763,1971,30,Lucy and Harrys Italian Bombshell
tt66048778,1971,30,Lucy and Harrys Italian Bombshell
tt42206386,1971,30,Lucy and Harrys Italian Bombshell
tt87900918,1971,30,Lucy and Harrys Italian Bombshell
tt36710279,1971,30,Lucy and Her AllNun Band
tt93724411,1971,30,Lucy and Her AllNun Band
tt49529506,1971,30,Lucy and Her AllNun Band
tt60004009,1971,30,Lucy and Her AllNun Band
tt70969319,1971,30,Lucy and Her AllNun Band
tt30137962,1971,30,Lucy and Mannix Are Held Hostage
tt86120348,1971,30,Lucy and Mannix Are Held Hostage
tt25012435,1971,30,Lucy and Mannix Are Held Hostage
tt38132822,1971,30,Lucy and Mannix Are Held Hostage
tt14881188,1971,30,Lucy and Mannix Are Held Hostage
tt57796498,1971,30,Lucy and the 2020 Vision
tt80097271,1971,30,Lucy and the 2020 Vision
tt51381094,1971,30,Lucy and the 2020 Vision
tt55012075,1971,30,Lucy and the 2020 Vision
tt90821870,1971,30,Lucy and the 2020 Vision
tt47580952,1971,30,Lucy and the Astronauts
tt93725602,1971,30,Lucy and the Astronauts
tt33702739,1971,30,Lucy and the Astronauts
tt30330394,1971,30,Lucy and the Astronauts
tt48272602,1971,30,Lucy and the Astronauts
tt98806582,1971,30,Lucy and the Celebrities
tt78843502,1971,30,Lucy and the Celebrities
tt89335746,1971,30,Lucy and the Celebrities
tt64795790,1971,30,Lucy and the Celebrities
tt52916665,1971,30,Lucy and the Lecher
tt70761943,1971,30,Lucy and the Lecher
tt74006809,1971,30,Lucy and the Lecher
tt40470907,1971,30,Lucy and the Mountain Climber
tt91863222,1971,30,Lucy and the Mountain Climber
tt11805172,1971,30,Lucy and the Mountain Climber
tt74807672,1971,30,Lucy and the Mountain Climber
tt67174287,1971,30,Lucy and the Mountain Climber
tt55930173,1971,30,Lucy and the Raffle
tt61354024,1971,30,Lucy and the Raffle
tt82204507,1971,30,Lucy and the Raffle
tt72330911,1971,30,Lucy and the Raffle
tt90637722,1971,30,Lucy in the Jungle
tt26407668,1971,30,Lucy in the Jungle
tt23922016,1971,30,Lucy in the Jungle
tt29559612,1971,30,Lucy in the Jungle
tt26446601,1971,30,Lucy in the Jungle
tt79204327,1971,30,Lucys Bonus Bounces
tt40597007,1971,30,Lucys Bonus Bounces
tt94292965,1971,30,Lucys Bonus Bounces
tt21288413,1971,30,Lucys Bonus Bounces
tt86299903,1971,30,Lucys House Guest Harry
tt35601201,1971,30,Lucys House Guest Harry
tt93618675,1971,30,Lucys House Guest Harry
tt27967305,1971,30,Lucys House Guest Harry
tt90128779,1971,30,Lucys House Guest Harry
tt97809154,1971,30,Lucys Lucky Day
tt30277673,1971,30,Lucys Lucky Day
tt88510121,1971,30,Lucys Lucky Day
tt18461468,1971,30,Lucys Lucky Day
tt86165727,1971,30,Lucys Lucky Day
tt75177242,1971,30,Lucys Vacation
tt25066991,1971,30,Lucys Vacation
tt95054119,1971,30,Lucys Vacation
tt51181339,1971,30,Lucys Vacation
tt81164295,1971,30,Lucys Vacation
tt51777071,1971,30,Mom Drops Out
tt51633283,1971,30,Mom Drops Out
tt76639480,1971,30,Mom Drops Out
tt26887259,1971,30,Mom Drops Out
tt51120946,1971,30,Mr Bomberg
tt31120669,1971,30,Mr Bomberg
tt83790971,1971,30,Murray the Fink
tt52445715,1971,30,Murray the Fink
tt22500142,1971,30,Murray the Fink
tt29275143,1971,30,Murray the Fink
tt98042661,1971,30,Murray the Fink
tt73868401,1971,30,My Friend the Mayor
tt85699547,1971,30,My Friend the Mayor
tt56382367,1971,30,My Son the Artist
tt59425183,1971,30,My Son the Artist
tt45989692,1971,30,Nobody Here But Us Uncles
tt32454750,1971,30,Nobody Here But Us Uncles
tt62689304,1971,30,Nobody Here But Us Uncles
tt35773354,1971,30,Nobody Here But Us Uncles
tt28121707,1971,30,Not with My Sister You Dont
tt78240959,1971,30,Not with My Sister You Dont
tt85188859,1971,30,Not with My Sister You Dont
tt79105798,1971,30,Not with My Sister You Dont
tt59303426,1971,30,Now About That Cherry Tree
tt17482058,1971,30,Old Scrapmouth
tt28580792,1971,30,Old Scrapmouth
tt54538468,1971,30,Old Scrapmouth
tt16729102,1971,30,Old Scrapmouth
tt39229138,1971,30,Or Else
tt78397098,1971,30,Partridge Up a Pear Tree
tt49457175,1971,30,Partridge Up a Pear Tree
tt34675992,1971,30,Partridge Up a Pear Tree
tt31154578,1971,30,Partridge Up a Pear Tree
tt18311117,1971,30,Party Is Such Sweet Sorrow
tt85411723,1971,30,Party Is Such Sweet Sorrow
tt76292488,1971,30,Party Is Such Sweet Sorrow
tt81745765,1971,30,Paul Revere Rides Again
tt15271606,1971,30,Period of Readjustment
tt73788249,1971,30,Period of Readjustment
tt52652070,1971,30,Pipeline for Danger
tt90578386,1971,30,Polly the Pigeon
tt76122927,1971,30,Polly the Pigeon
tt63976127,1971,30,Polly the Pigeon
tt50259619,1971,30,Polly the Pigeon
tt22916864,1971,30,Polly the Pigeon
tt26221120,1971,30,Pollys Secret Life
tt65841352,1971,30,Pollys Secret Life
tt65539990,1971,30,Pollys Secret Life
tt51612193,1971,30,Prince Charming
tt98055728,1971,30,Proxy Parents
tt30605174,1971,30,Proxy Parents
tt39138723,1971,30,Put Your Dreams Away
tt77543620,1971,30,Put Your Dreams Away
tt31010748,1971,30,Put Your Dreams Away
tt74194854,1971,30,Put Your Dreams Away
tt52545789,1971,30,Road Song
tt20747490,1971,30,Road Song
tt80890877,1971,30,Road Song
tt71923851,1971,30,Road Song
tt89706255,1971,30,Robbies Honey
tt44952572,1971,30,Robbies Honey
tt20277924,1971,30,Robbies Honey
tt89617646,1971,30,Rockets or Romance
tt45605008,1971,30,Rockets or Romance
tt77303488,1971,30,Rockets or Romance
tt16128838,1971,30,Rockets or Romance
tt76439087,1971,30,Sheriff Hater
tt93981048,1971,30,Sheriff Hater
tt86992784,1971,30,Sheriff Hater
tt18135138,1971,30,Sheriff Hater
tt75433087,1971,30,Smokey the Bear Wants You
tt40042024,1971,30,Smokey the Bear Wants You
tt30450441,1971,30,Someones on the Ski Lift with Dinah
tt74761076,1971,30,Someones on the Ski Lift with Dinah
tt62567603,1971,30,Someones on the Ski Lift with Dinah
tt87825671,1971,30,Someones on the Ski Lift with Dinah
tt19359165,1971,30,Someones on the Ski Lift with Dinah
tt82017785,1971,30,Son of Drobny
tt22113491,1971,30,Son of Drobny
tt70315422,1971,30,Son of Drobny
tt49139906,1971,30,Soot Yourself
tt55696178,1971,30,Soot Yourself
tt64606493,1971,30,Soul Club
tt64546798,1971,30,Soul Club
tt14313177,1971,30,Stag Party
tt81475700,1971,30,Stag Party
tt91684621,1971,30,Star Witness
tt99791674,1971,30,Star Witness
tt87375385,1971,30,Star Witness
tt60314023,1971,30,Stay Awhile Mr Dream Chaser
tt48296279,1971,30,Suitable for Framing
tt17746569,1971,30,Suitable for Framing
tt31668499,1971,30,Tekite 1
tt94736863,1971,30,Tell It Like Im Telling You It Is
tt70531440,1971,30,Tell It Like Im Telling You It Is
tt26870913,1971,30,Ten Minutes to Eternity
tt18881018,1971,30,That King
tt38655993,1971,30,That King
tt13162027,1971,30,That Script
tt78115798,1971,30,That Script
tt42845922,1971,30,That Shoplifter
tt80578661,1971,30,That Shoplifter
tt93932407,1971,30,That Shoplifter
tt26484739,1971,30,Thats No Lady Thats My Spy
tt70145127,1971,30,Thats No Lady Thats My Spy
tt21218474,1971,30,Thats No Lady Thats My Spy
tt61346077,1971,30,Thats No Lady Thats My Spy
tt74303316,1971,30,The 45YearOld Man
tt23589105,1971,30,The 45YearOld Man
tt43084206,1971,30,The 45YearOld Man
tt42367081,1971,30,The 65th Minute
tt51807777,1971,30,The Advent of Fergus
tt58292010,1971,30,The Advent of Fergus
tt20009684,1971,30,The Advent of Fergus
tt63514742,1971,30,The Barber Shop
tt90075048,1971,30,The Barber Shop
tt71501699,1971,30,The Bicycle Theft
tt33916777,1971,30,The Bicycle Theft
tt82226951,1971,30,The Bicycle Theft
tt11278182,1971,30,The Blarney Stone
tt30995553,1971,30,The Blarney Stone
tt77888535,1971,30,The Blarney Stone
tt92943310,1971,30,The Blarney Stone
tt31404600,1971,30,The Boss Isnt Coming to Dinner
tt39213466,1971,30,The Boss Isnt Coming to Dinner
tt21571901,1971,30,The Boss Isnt Coming to Dinner
tt84490414,1971,30,The Candidate
tt39377849,1971,30,The Candidate
tt27760165,1971,30,The Carpenters Ball
tt91669836,1971,30,The Carpenters Ball
tt28188414,1971,30,The Carpenters Ball
tt63616892,1971,30,The Carpenters Ball
tt17126735,1971,30,The Clampetts Meet Robert Audubon Getty Crockett
tt57011794,1971,30,The Clampetts Meet Robert Audubon Getty Crockett
tt59320896,1971,30,The Clampetts Meet Robert Audubon Getty Crockett
tt13916674,1971,30,The Elevated Woman
tt66053053,1971,30,The Elevated Woman
tt54887382,1971,30,The Encounter Group
tt38405577,1971,30,The Encounter Group
tt12851823,1971,30,The Enthusiast
tt56106345,1971,30,The Enthusiast
tt68145936,1971,30,The Enthusiast
tt79230524,1971,30,The ExSecretary
tt60532957,1971,30,The ExSecretary
tt14636877,1971,30,The FatherSon Weekend
tt19946382,1971,30,The FatherSon Weekend
tt16999348,1971,30,The FatherSon Weekend
tt88624878,1971,30,The FortyYear Itch
tt41231615,1971,30,The FortyYear Itch
tt41334956,1971,30,The FortyYear Itch
tt81719885,1971,30,The Free Paint Job
tt86690014,1971,30,The Free Paint Job
tt58968447,1971,30,The Free Paint Job
tt55079665,1971,30,The Gender Trap
tt49582350,1971,30,The Gender Trap
tt37994550,1971,30,The Gender Trap
tt59345175,1971,30,The Ghetto Girl
tt19155512,1971,30,The Ghetto Girl
tt63613242,1971,30,The Girls from Grun
tt88609588,1971,30,The Girls from Grun
tt12226170,1971,30,The Girls from Grun
tt73186054,1971,30,The Grun Incident
tt49154823,1971,30,The Grun Incident
tt83131235,1971,30,The Grun Incident
tt41845143,1971,30,The Grunion Invasion
tt39248797,1971,30,The Grunion Invasion
tt68196452,1971,30,The Grunion Invasion
tt79139976,1971,30,The Hole in the Porch
tt38689958,1971,30,The Hole in the Porch
tt37770152,1971,30,The Hole in the Porch
tt94163712,1971,30,The Hole in the Porch
tt78294005,1971,30,The Hospital
tt58039635,1971,30,The Joiners
tt67786852,1971,30,The Joiners
tt60470395,1971,30,The Joiners
tt38657504,1971,30,The Joiners
tt70926544,1971,30,The Joiners
tt22350777,1971,30,The Kamikazes Are Coming
tt57534269,1971,30,The Kamikazes Are Coming
tt23377061,1971,30,The Kamikazes Are Coming
tt99711377,1971,30,The Kamikazes Are Coming
tt12268977,1971,30,The Last Full Moon
tt96414970,1971,30,The Liberty Bell
tt33124085,1971,30,The Littlest Exile
tt48999167,1971,30,The Littlest Exile
tt92981999,1971,30,The Littlest Exile
tt36912824,1971,30,The Lonely Weekend
tt51662185,1971,30,The Lonely Weekend
tt22549975,1971,30,The Long Honeymoon
tt79505264,1971,30,The Long Ride
tt60565460,1971,30,The Long Ride
tt28078718,1971,30,The Love God
tt48298119,1971,30,The Love God
tt47752856,1971,30,The Magic Mrs Rickles
tt31913454,1971,30,The Magic Mrs Rickles
tt31910108,1971,30,The Magic Mrs Rickles
tt19206263,1971,30,The Magic Mrs Rickles
tt86191628,1971,30,The Meister Spy
tt11240769,1971,30,The Meister Spy
tt44313816,1971,30,The Meister Spy
tt28839227,1971,30,The Meister Spy
tt21093399,1971,30,The New VicePresident
tt71583468,1971,30,The New VicePresident
tt97521491,1971,30,The Odd Couple Meet Their Host
tt82285516,1971,30,The Odd Couple Meet Their Host
tt99938658,1971,30,The Odd Couple Meet Their Host
tt47315788,1971,30,The Odd Couple Meet Their Host
tt26277226,1971,30,The Odd Couple Meet Their Host
tt90612690,1971,30,The Palace of ClampettSan
tt64548304,1971,30,The Palace of ClampettSan
tt65451930,1971,30,The Palace of ClampettSan
tt85238224,1971,30,The Peoples Choice
tt75745746,1971,30,The Peoples Choice
tt44081386,1971,30,The Peoples Choice
tt65599004,1971,30,The Phantom Horse
tt55974589,1971,30,The Recital
tt93754699,1971,30,The Recital
tt19221456,1971,30,The Red Woodloe Story
tt44002865,1971,30,The Red Woodloe Story
tt69221493,1971,30,The Red Woodloe Story
tt92507192,1971,30,The Return of Terrible Tom
tt65413115,1971,30,The Return of Terrible Tom
tt22736023,1971,30,The Rift
tt23438604,1971,30,The Rift
tt49745845,1971,30,The Russians Are Staying
tt94152553,1971,30,The Russians Are Staying
tt41307441,1971,30,The Sea Is Boiling Hot
tt85001467,1971,30,The Sheik of Araby
tt75743799,1971,30,The Sheik of Araby
tt58493176,1971,30,The Sheik of Araby
tt46168093,1971,30,The Sins of the Fathers
tt86979884,1971,30,The Sins of the Fathers
tt90215749,1971,30,The SixandaHalfYear Itch
tt97846298,1971,30,The SixandaHalfYear Itch
tt41318262,1971,30,The SixandaHalfYear Itch
tt20294414,1971,30,The Sound of Music
tt98667509,1971,30,The Sound of Music
tt48741426,1971,30,The Sound of Music
tt69628267,1971,30,The Sound of Music
tt22644402,1971,30,The Spot Remover
tt57880538,1971,30,The Spot Remover
tt10000705,1971,30,The SquareShaped Room
tt74067174,1971,30,The SquareShaped Room
tt43725625,1971,30,The SquareShaped Room
tt94255483,1971,30,The Stutterer
tt41381670,1971,30,The Stutterer
tt31643458,1971,30,The Stutterer
tt55295545,1971,30,The Teahouse of Jed Clampett
tt40907933,1971,30,The Teahouse of Jed Clampett
tt32290712,1971,30,The Teahouse of Jed Clampett
tt91944708,1971,30,The Undergraduate
tt93499945,1971,30,The Undergraduate
tt29035484,1971,30,The Undergraduate
tt36795294,1971,30,The Wedding Deal
tt10885765,1971,30,The Wedding Deal
tt30319932,1971,30,The Wedding Deal
tt22922739,1971,30,The Wedding Deal
tt39342157,1971,30,They Love Me They Love Not
tt79564554,1971,30,They Love Me They Love Not
tt71842190,1971,30,They Shoot Managers Dont They
tt50355386,1971,30,They Shoot Managers Dont They
tt67759459,1971,30,They Shoot Managers Dont They
tt92678105,1971,30,They Shoot Managers Dont They
tt91897183,1971,30,Those Friars
tt93946667,1971,30,Those Friars
tt93497575,1971,30,Thy Neighbor Loves Thee
tt93795866,1971,30,Thy Neighbor Loves Thee
tt21189859,1971,30,To Catch a Thief
tt38977171,1971,30,To Play or Not to Play
tt89080897,1971,30,To Play or Not to Play
tt90330773,1971,30,To Russia Without Love
tt71897189,1971,30,To Russia Without Love
tt37999404,1971,30,To Russia Without Love
tt76904069,1971,30,To Russia Without Love
tt34408635,1971,30,Too Late Too Soon
tt91121965,1971,30,Too Late Too Soon
tt37524578,1971,30,Too Late Too Soon
tt25382747,1971,30,Too Late Too Soon
tt80425193,1971,30,Too Late Too Soon
tt13023147,1971,30,Trapped
tt77365752,1971,30,Trapped
tt21148501,1971,30,Trapped
tt43604140,1971,30,Two for the Money
tt29025238,1971,30,Two for the Money
tt87465466,1971,30,Twos Company
tt63487400,1971,30,Twos Company
tt10770814,1971,30,Twos Company
tt34275872,1971,30,Welcome Back Miss Brown
tt42991172,1971,30,Welcome Back Miss Brown
tt33133901,1971,30,Welcome Back Miss Brown
tt97150478,1971,30,What Is a Man
tt29858468,1971,30,What Is a Man
tt58589147,1971,30,What Is a Man
tt52957779,1971,30,Whatever Happened to Moby Dick
tt19240915,1971,30,Whatever Happened to Moby Dick
tt93076804,1971,30,Whatever Happened to Moby Dick
tt85976496,1971,30,Whatever Happened to Moby Dick
tt90066960,1971,30,When in Rome Dont
tt85931556,1971,30,When in Rome Dont
tt93312946,1971,30,When in Rome Dont
tt42766665,1971,30,Where Do Mermaids Go
tt76355225,1971,30,Where Do Mermaids Go
tt67830416,1971,30,Where Do Mermaids Go
tt72883817,1971,30,Where Do Mermaids Go
tt90432714,1971,30,Who Is Benedict Arnold
tt76649088,1971,30,Who Is Benedict Arnold
tt11186901,1971,30,Who Is Benedict Arnold
tt73769187,1971,30,Why Did the Music Stop
tt26434273,1971,30,Why Did the Music Stop
tt52066295,1971,30,Why Did the Music Stop
tt57288493,1971,30,Womens Lib
tt40185463,1971,30,Womens Lib
tt52972654,1971,30,Womens Lib
tt74375521,1971,30,Wont You Calm Down Dan Dailey
tt89780821,1971,30,Wont You Calm Down Dan Dailey
tt96598582,1971,30,Wont You Calm Down Dan Dailey
tt90526213,1971,30,Wont You Calm Down Dan Dailey
tt33247955,1971,30,Wont You Calm Down Dan Dailey
tt43348492,1971,30,You Can Take the Boy Out of the Country But
tt65062158,1971,30,You Can Take the Boy Out of the Country But
tt82449419,1971,30,You Cant Fight City Hall
tt67760643,1971,30,You Cant Fight City Hall
tt79460868,1971,30,You Cant Fight City Hall
tt15646486,1971,30,You Cant Fight City Hall
tt87035035,1971,35,Pan Tau a samá voda
tt15820729,1971,35,Pan Tau jde do skoly
tt10355029,1971,40,Épisode 3
tt27446607,1971,42,Il 2 giugno
tt91134592,1971,43,Episode 54
tt84347787,1971,43,Episode 54
tt24519999,1971,44,Episode 11
tt81161604,1971,44,Episode 11
tt42363507,1971,44,Episode 11
tt18456451,1971,44,Episode 11
tt23536010,1971,44,Episode 12
tt88606333,1971,44,Episode 12
tt47745946,1971,44,Episode 12
tt99151079,1971,44,Episode 15
tt92894744,1971,44,Episode 15
tt80231278,1971,44,Episode 16
tt10775585,1971,44,Episode 16
tt98773323,1971,44,Episode 18
tt59369199,1971,44,Episode 18
tt80875530,1971,44,Episode 18
tt55004189,1971,44,Episode 53
tt89013684,1971,44,Episode 53
tt92114782,1971,44,Episode 55
tt64858861,1971,44,Episode 55
tt60168056,1971,44,Episode 56
tt25969428,1971,44,Episode 56
tt27675910,1971,44,Episode 61
tt96547773,1971,44,Episode 61
tt35467400,1971,44,Episode 64
tt78735108,1971,44,Episode 64
tt41038474,1971,44,Episode 65
tt27148318,1971,44,Episode 65
tt74106539,1971,45,Episode 12
tt84264084,1971,45,Episode 13
tt39054810,1971,45,Episode 13
tt55102461,1971,45,Episode 14
tt77199819,1971,45,Episode 14
tt10653500,1971,45,Episode 51
tt53018571,1971,45,Episode 51
tt73202982,1971,45,Episode 52
tt63124839,1971,45,Episode 52
tt25800261,1971,45,Episode 57
tt27535290,1971,45,Episode 57
tt19094694,1971,45,Episode 62
tt96296679,1971,45,Episode 62
tt78720110,1971,45,Episode 63
tt75366661,1971,45,Episode 63
tt73136771,1971,45,Episode 66
tt91706351,1971,45,Episode 66
tt39230319,1971,46,Episode 17
tt15669849,1971,46,Episode 17
tt26515625,1971,46,Episode 17
tt26499500,1971,46,Episode 17
tt26927620,1971,47,La chimère du calife
tt17134151,1971,47,La chimère du calife
tt70416493,1971,47,La chimère du calife
tt27083457,1971,47,La chimère du calife
tt60641891,1971,47,La chimère du calife
tt89555439,1971,47,Mindbender
tt24151640,1971,47,Mindbender
tt19290831,1971,47,Mindbender
tt29887625,1971,47,Mindbender
tt51073018,1971,47,Some Mothers Sons
tt93388360,1971,47,Some Mothers Sons
tt38584120,1971,47,Some Mothers Sons
tt68005949,1971,47,The Affair of the Tortoise
tt68818353,1971,47,The Affair of the Tortoise
tt74070759,1971,47,The Affair of the Tortoise
tt92301754,1971,47,The Dalotek Affair
tt39958445,1971,47,The Dalotek Affair
tt62443269,1971,47,The Dalotek Affair
tt53723167,1971,47,The Long Sleep
tt59713138,1971,47,The Long Sleep
tt26950656,1971,47,The Long Sleep
tt68142551,1971,47,The Long Sleep
